debate_id,start,end,text,label,gender
17,22815,23382,"و أهمها مثال ستيفن هوكينغ الذي ذكرناه عندما قال بأن هذا الذكاء البشري إنما سيسبب خطرا على بشريتي في المستقبل، 
 
بالتالي هنا عندما نتحدث اليوم و نقول بأن هذا الذكاء قد تغلب في العديد من المواقف على الذكاء البشري و قد امتلك قدرته على برمجة ذاته ما هو الضامن بأن هذا الذكاء لن يثور عليك يوما آخر عندما ضربنا مثالا الشطرنج لم تكن إشكاليتنا في الشطرنج و إنما كانت إشكاليتنا في أن هذا المخترع 
 
قال بأن الآلة قد غيرت برمجتها و استطاعت أن تهزمني فما هو الضامن أن هذه الآلة التي خلقتها اليوم لتوفر لك العيش السليم، ما هو الضامن أنها لن تثور عليك يوما انت أصبحت الدخيل عليها",TEAM REPETITION,F
17,23383,23659,"و بالتالي عندما تقول بأنني أتأتى بفرضيات من المسلسلات وجب أن أقول لك بأنه مستقبلا كان التلفاز أيضا فرضية و اليوم هو واقع و حدوث أمثلة واقعية تجعلنا نرى بأن هذه الفرضية تسير نحو الحقيقة و هذا ما قلناه عندما قلنا عن أن قدرتها 
 
تفوق قدرة البشر و أنها تمتلك قدرة على تطوير ذاتها",REBUTTAL,F
17,23661,23676,في حجتهم الأخرى,ETHOS,F
17,23677,23922,تحدثوا عن أن الذكاء الاصطناعي صنع ليحل مشاكل إنسانية و تحدثوا في حجتين متقاربتين تقريبا و كيف أنه تحولت الوظيفة من وظيفة أخرى و ليس اندثارها و مثلا الحاسب الآلي يقوم بالعمل و لم يلغي الوظائف ثم يتساءل هل ستعمل الآلة أربعة و عشرين ساعة طول حياتها,RECITATION,F
17,23927,23991,هنالك بشر يتدخلون أيضا عديد من الموظفون يعملون لتطوير هذا الذكاء,REBUTTAL,F
17,23993,24050,هنا لا نريد أن نكون سطحيين و نتحدث بمنطقية و  واقعية أولا,ETHOS,F
17,24051,24600,"كم هو عدد البشر الذين سيقومون على صيانة آلة تعوض مئات آلاف الأشخاص هذا أولا، 
 
ثانيا الآن نسبة البطالة في العالم مرتفعة و من قال بأن نسبة البطالة هذه التي تسير في الإرتفاع أن أحد أسبابها كان بسبب تعويض كل هذه الآلات لأماكن البشر، هل استطاعت كل هذه الآلات التي وضعناها اليوم إحداث وظائف جديدة و حل مشكلة البطالة. 
 
لا مشكلة البطالة موجودة و تزيد و السبب الرئيسي هو ما ذكرناه نحن عن نقص العمالة ثم أيضا تقول بأن البشر سيتوجهون إلى البحث العلمي و التطوير الاصطناعي و بالتالي عندما نطور الآلات نخلق مشاكل هل كل البشر قادرون على التوجه إلى البحث العلمي",REBUTTAL,F
17,24131,24136,ثانيا,ETHOS,F
17,24605,24689,ماذا عن تلك الطبقة الكادحة التي تعوض مئات آلاف من العمال في المعامل تعوضهم آلة واحدة,REBUTTAL,F
17,24694,25020,حسنا افتح الباب لمئة مخترعين يقومون باختراع تلك الآلة و ألق مئة ألف عامل يقوم بالكدح، بالتالي ما هي هذه الوظائف التي ستضمن لي بأن العمال نحن لا نتحدث عن مئة مخترع فقط يمتلكون شهادة عليا و إنما نتحدث عن كل العمال و اذكر بأن نسبة البطالة موجودة و بالتالي عندما تتحدث أنه توجد وظائف جديدة أنا لا أرى في هذا المستقبل أي إثبات لذلك,REBUTTAL,F
17,25022,25089,بالتالي هنا بينا أن تطور الذكاء الصناعي هو بالضرورة يقلص من العمالة,TEAM REPETITION,F
17,25090,25313,و أنه ليس الجميع قادر على أن توفر وظائف تتلاءم مع كل أولئك العمال الذين طردتهم خاصة هذه الآلات تعوض العمال الكادحين و أن الوظائف القليلة التي تعوض هذه الآلات إنما الوظائف التي تعتمد على العقل و ليس كل العمال يعتمدون على ذلك,SELF-REPETITION,F
17,25314,25413,و أنها استخدمت في تقليل مصائب الشعوب و فتحت بابا جديدا لسوء استغلال البشر لها و لاستخدامها ضد البشر,TEAM REPETITION,F
17,25415,25446,كان هذا خطابنا من فريق الموالاة,ETHOS,F
17,25447,25453,و شكرا,PATHOS,F
17,25492,25565,اسمحوا لي سيداتي سادتي أن أبتدأ كلامي باقتباس كريم من أبرز معارضينا اليوم,PATHOS,M
17,25567,25628,المتحدث الثاني من فريق الموالاة، تكلمت سيداتي سادتي في كلامها,ETHOS,M
17,25629,25683,و قولها نحن لسنا ضد التقدم العلمي إنما نحن ضد استغلاله,RECITATION,M
17,25684,25774,و كما قال متحدثهم الأول في بداية كلامه نحن نتحسر على تطوير الذكاء الإصطناعي لمجهول مستقبله,RECITATION,M
17,25777,25833,جزيتي خيرا أيتها المتحدثة الثانية في معارضة موقفنا اليوم,ETHOS,M
17,25834,25962,و من ذلك المنطلق أبتدئ أنا سيداتي سادتي المتحدث الثالث لفريق المعارضة كلامي لهذه المناظرة التي انتهت أساسا من بعد متحدثهم الثاني,ETHOS,M
17,25861,25873,سيداتي سادتي,PATHOS,M
17,25963,25996,سيداتي سادتي لجنة التحكيم الموقرة,PATHOS,M
17,25997,26154,لقد جاءكم فريق الموالاة اليوم متكلما على أن هناك من خلال حديثه أن هناك عمالة يتم تحديدها و أن هناك فناء للبشرية و أن هناك حروب و مصائر شعوب تحدد و ما إلى ذلك,RECITATION,M
17,26156,26274,أما في مجال العمل فقد جاء متحدثهم الأول و قال أن هناك ستندثر البطالة و ستندثر هذه الأمور و لن يكون هناك لدينا أي وظائف,RECITATION,M
17,26275,26563,و لكننا بينا لهم أمرا جوهريا جدا أنه يا سادتي الكرام أنه إذا ما نظرنا إلى التاريخ سنرى أن هذه المرحلة قد مرت بها البشرية مراحل و مراحل متعددة، كان لدينا ثورة صناعية كان لدينا جاليليو الذي قال أن الأرض مكورة و اعتمدت كثير من الأمور على ذلك و قام البشر و قالوا أخذت وظائفنا ماذا سنعمل الآن؟,TEAM REPETITION,M
17,26312,26327,يا سادتي الكرام,PATHOS,M
17,26567,26677,لكن بينا لها يا سادتي أن هناك وظائف أخرى ولدت و لأن الإنسان و الوظائف ذوي طبيعة ديناميكية فإن المشاكل لن تنتهي,TEAM REPETITION,M
17,26580,26588,يا سادتي,PATHOS,M
17,26678,26695,يا صديقتي العزيزة,PATHOS,M
17,26696,26865,و الوظائف بالتالي لن تنتهي إذا كان الذكاء الإصطناعي سيحل جميع المشاكل فنحن في الجنة أو في المدينة الفاضلة و عليه صديقتي العزيزة فإننا نقول لكم و نقر لكم أنها حقيقة مطلقة,REBUTTAL,M
17,26809,26823,صديقتي العزيزة,PATHOS,M
17,26866,26985,أن وجود أدوات جديدة سيولد بالضرورة مشاكل أخرى و سيكون هناك ضرورة لعلاجها من قبل الإنسان و سيكون هناك وظائف أخرى تعالجها,TEAM REPETITION,M
17,26987,26997,أما سيداتي,PATHOS,M
17,26998,27027,تكلمت لاحقا في عن فناء الشعوب,RECITATION,M
17,27028,27082,و لا أدري إن كان ذلك إلا يدل على حقيقة و مصداقية الأمر,ETHOS,M
17,27083,27368,فنحن قلنا في مسألتنا أن هناك ما يفرق الإنسان و الآلة أن اتخاذ القرار يأخذ أبعادا غير أبعاد الذكاء فقلنا أن هناك مسألة خيرية و مسألة شرية و الإنسان الذي يقضي في الأمر أما الآن من ذات تلقاء نفسها فإنها لن تقوم بذلك من تلقاء ذاتها إنما القرارات الإنسانية هي التي تحدد أين مصير هذه المسألة,TEAM REPETITION,M
17,27373,27385,سيداتي سادتي,PATHOS,M
17,27386,27420,أما بالنسبة لمصير الشعوب و تفكيرها,ETHOS,M
17,27421,27461,و تكلمت على أنها ستتمكن من معرفة تفكيرهم,RECITATION,M
17,27462,27514,بين المتحدثين، الثاني أن هناك علم مختص بتحليل بيانات,TEAM REPETITION,M
17,27515,27667,لا أن تقوموا بمعرفة تفكير شعوبها إذا كانت تعرف طريقة تفكير شعوبها فالرجاء إخباري سيدتي العزيزة أتستطيع إخباري أنني  سأذهب إلى الجنة ما اختلاف ذلك من ذاك,REBUTTAL,M
17,27596,27609,سيدتي العزيزة,PATHOS,M
17,27672,27712,يا صديقتي العزيزة إنها يا صديقتي العزيزة,PATHOS,M
17,27713,27755,أداة متحكم بها حدودها معروفة أبعادها ممكنة,REBUTTAL,M
17,27756,27817,لقد تكلمت المتحدثة الثانية أنها ندمت على الوصول إلى هذا الأمر,RECITATION,M
17,27818,27830,سيداتي سادتي,PATHOS,M
17,27831,27844,و ناقضت نفسها,ETHOS,M
17,27845,27884,و قالت نحن لسنا نندم على تطوير الاختراع,RECITATION,M
17,27889,27968,و تكلمنا سيداتي سادتي نحن في هدف واضح جدا ألا و هو تحقيق المصلحة العليا للإنسان,TEAM REPETITION,M
17,27898,27910,سيداتي سادتي,PATHOS,M
17,27968,28070,، تكلم متحدثنا الأول أنه من خلال الندم على ذلك يكون هناك كبح لعجلة التقدم الإنساني و الحضارة الإنسانية,TEAM REPETITION,M
17,28071,28138,و تكلمنا على أن هناك مشاكل تتفوق على قدرة الإنسان المجردة في علاجها,TEAM REPETITION,M
17,28140,28235,كما تكلم صديقي المتحدث الأول أن هناك رافعات و أمور تحتاج إلى رفع ما يحتاجه عشر رجال ليقوموا بها,TEAM REPETITION,M
17,28237,28430,فهل يا صديقتي العزيزة تقترحين أننا نندثر هذه الأمور و نقوم بجميع قوتنا العاملة و أن لا نستغلها استغلالا صحيحا بأننا نوجد حلا لمشاكل موجودة ونولد معلومات و استفادة أكبر و نحل مشاكل مستقبلية أخرى,REBUTTAL,M
17,28244,28258,صديقتي العزيزة,PATHOS,M
17,28432,28592,و تكلم صديقي المتحدث الثاني على أن هنا يأتي بيت القصيد و أننا نعالج أمراض و نعالج المشاكل البيئية و الصحية و ما إلى ذلك و إنما لا نعالج المسائل التي تكلمتم عنها,TEAM REPETITION,M
17,28597,28644,تكلمت المتحدثة الثالثة أن ذلك سيولد مشاكل دونية,RECITATION,M
17,28645,28662,يا صديقتي العزيزة,PATHOS,M
17,28663,28911,"جميع المشاكل تعالج بطريقتي مشاكل علوية و مشاكل دونية بل هذا هو الاحتكام الصحيح للمسألة في معالجة أي قضية فهي تحتمل الوجهين، 
 
و عليه فإننا نؤكد لكم أن هذه الآلة إذا تم توظيفها في السياق الصحيح فإنها يمكن معالجتها إلى أي قضية أخرى، و من أي آلة أخرى",REBUTTAL,M
17,28912,29036,تكلم متحدثهم الثاني عن مفهوم المجهود و تكلم أن المجهود هو ليس المتطرف الذي جاء به و ليس الراديكالي الذي جاء به فريق موالاتنا,RECITATION,M
17,29041,29215,و تكلم على أن العمل قبل مئة سنة ليس نفسه بعد مئة عام و تكلم أن هذه هي ببساطة سنة الوجود و الحياة و عليه فإنه سيتم توليد آلات جديدة و سيتم توليد وسائل جديدة تحل من قبل الإنسان,RECITATION,M
17,29216,29397,"و هنا يأتي مفهوم السببية سيداتي سادتي الإنسان هو الذي أوجد الآلة، 
 
و الإنسان هو الذي يريد الحل للمشكلة لا الآلة التي تريد السيطرة على الإنسان و أن تحل مشاكلها سيداتي سادتي الشخصية",REBUTTAL,M
17,29241,29253,سيداتي سادتي,PATHOS,M
17,29398,29645,"و هنا تكلم متحدثنا الثاني من خلال حججه تكلم من الجانب التطبيقي أن الذكاء الاصطناعي صنع لحل مشاكل الإنسان و غير طبيعة العمل تماشيا مع ذلك و حل مشاكل إنسانية ذات طبيعة إنسانية 
 
و ليست مشاكل سيداتي سادتي ولدت له الاحتلال الذي جاء به من قبل الإنسان.",TEAM REPETITION,M
17,29649,29722,و هنا سيداتي سندي بينت لكم من خلال هدفنا كيف تحققت المصلحة العليا للإنسان,ETHOS,M
17,29725,29854,فالإنسان هنا لن يكرر الخطأ الذي كرره أمام الآلة مرة أخرى و هو هنا الإنسان هو الذي يتخذ القرار و الإنسان هو الذي يسير في المسألة و,CLAIM,M
17,29855,29872,عليه سيداتي سادتي,PATHOS,M
17,29873,30262,نكون قد فندنا ما جاء به فريق الموالاة كموقف متكامل جدا فنحن جئنا سيداتي سادتي و فسرنا طبيعة الوجود و العقل فسرنا أن لا يمكن أن تكون هناك كبح لعجلة التقدم الإنسانية و الحضارة الإنسانية و فسرنا أن هناك ديناميكية لطبيعة المشاكل و ديناميكية لطبيعة الحروب، هذه سنة الحياة و أن طبقنا سيداتي على أن هذه الآلات و كما ساهمت معنا مواليتهم الثانية و قالت أنها ليست ضد التقدم الأمني و إنما ضد استغلاله,ETHOS,M
17,29938,29950,سيداتي سادتي,PATHOS,M
17,30263,30288,و هذا بتبسيط سيداتي سادتي,PATHOS,M
17,30293,30590,نحن تكلمنا أن هذه الآلات هي شريرة فقط إذا كان استخدامها هو خطأ و ليس هي شريرة بحد ذاتها كما جاءت بنظريتها التي قالت أنها ستؤدي إلى فناء بشرية و كما تكلمت في هذا الباب و عليه سيداتي سادتي نكون قد حققنا هدفنا الذي جئنا به من خلال معارضتنا لتحقيقه ألا و هو تحقيق المصلحة العليا للإنسان و السلام عليكم,ETHOS,M
17,30467,30479,سيداتي سادتي,PATHOS,M
18,34,115,سيدي رئيس لجنة التحكيم أعضاء اللجنة الموقرين زملائي موالاة و معارضة حضورنا الكريم,PATHOS,M
18,116,137,سلام الله عليكم و بعد,ETHOS,M
18,139,186,إننا اليوم جئنا لنتناظر و بصفتنا كفريق للموالاة,ETHOS,M
18,187,318,جئنا لنوالي رأي المجلس الحكيم و الصائب القاضي بأنه يجب على الدول إجراء استفتاء شعبي قبل إعلانها الدخول في الحروب أو قبل إعلان الحرب,POSITION,M
18,319,370,و  يتنزل هذا الموضوع في إطار واقع  سنجرده في ملاحظة,WARRANT,M
18,371,443,إننا نعيش في واقع تكون فيه الحروب موجودة و تتعارض أحيانا مع إرادة الشعوب,GROUND,M
18,445,533,فالمشكلة هنا هو كثرة اندلاع الحروب في ظل إمكان تعارض ذلك مع إرادة الشعوب و استعدادها لها,GROUND,M
18,535,656,أي أن المشكلة يتمثل في نقطتين هل الشعب مريد لهذه الحرب أم لا؟ و هل الشعب مستعد حقا لهذه الحرب أم لا؟ فهذا الإشكال الرئيسي,ETHOS,M
18,657,721,و نرى أن إجراء هذا الاستفتاء الشعبي هو يمثل حلا لهاتين المشكلتين,CLAIM,M
18,722,889,و ذلك لهدف نروي إليه من خلال هذه المناظرة كفريق للموالاة ألا و هو تفادي حروب تعارض الإرادة الشعبية و تضر الدول و تهيئة أسباب نجاح هذه الحروب في حال إعلانها من جهة أخرى,SUPER CLAIM,M
18,893,939,و لتبيان هذا سأقوم بداية بتعريف مصطلحات القضية,ETHOS,M
18,940,1119,حيث أن الدول هي كيانات سياسية مختلفة في تركيبتها تتكون من مجلس أعلى للسلطة يتمثل في الملك أو في رئيس الدولة و من بقايا المؤسسات و الإدارات التي تمثلها، الدولة هي كيان سياسي متكامل,GROUND,M
18,1121,1209,بالنسبة للاستفتاء الشعبي و كما لا يخفى على أحد عملية يقوم فيها الشعب بالتصويت بنعم أو لا,GROUND,M
18,1211,1492,و فيما يتعلق بالحروب، الحروب هي مجموعة من النزاعات و الصراعات المتبادلة التي قد تكون مسلحة قد تكون استخباراتية قد تكون إعلامية قد تكون نفسية و قد تجمع كل هذه الظروف تلك النزاعات تكون بين دولتين أو أكثر من كيانات غير منسجمة و متعارضة و متناقضة في المواقف أو في الأفكار أو في الأهداف,GROUND,M
18,1493,1543,لسائل أن يسأل من هي الأطراف المعنية في هذا الموضوع,ETHOS,M
18,1545,1643,الأطراف المعنية هنا تتمثل في الدول التي ستعلن الحرب و في الشعوب التي ستقوم بالحرب و ستتحمل تبعاتها,GROUND,M
18,1644,1877,و بالتالي هذا يحيل لي الذهاب إلى مجال حجاجنا فسأتحدث أنا كمتحدث أول بداية عن جانب حقوقي و من ثم ستأتي زميلتي المتحدثة الثانية لتتحدث عن جانب تعبر فيه عن تهيئة ظروف النجاح لهذه الحروب و من جهة أخرى الاستعداد لهذه الحروب و تحمل تبعاتها,ETHOS,M
18,1881,1914,و أكون بهذا قد أبدأ محوري الحقوقي,ETHOS,M
18,1915,1966,أستند فيه على أن للشعب حقا في إختيار الحرب من عدمها,CLAIM,M
18,1967,1980,كيف يكون ذلك؟,PATHOS,M
18,1981,2044,إن الحاكم دوره الأساسي هو تمثيل إرادة الشعب و التعبير عن رغباته,GROUND,M
18,2046,2097,إذن فدور الحاكم الأساسي هو بالأساس تنفيذ هذه الرغبة,SELF-REPETITION,M
18,2098,2295,فإن كان ذلك يتعارض مع رغبة الشعب في الحرب فلا يجب أن يكون ذلك لأن هذا يتعارض مع دوره الأساسي و أما إن كان ذلك لا يتعارض مع دوره في حال كان الشعب موافقا فستكون الإجابة في الاستفتاء بنعم و تعلن الحرب,RATIONAL BACKING,M
18,2297,2358,إذن فالحق هنا حق الشعب في التمثيلية و في أن يكون الحاكم يمثله,RATIONAL BACKING,M
18,2359,2387,هذا من جهة أولى، من جهة أخرى,ETHOS,M
18,2388,2418,كلنا نعلم أن الحروب ماذا تفعل؟,WARRANT,M
18,2419,2941,الحروب تحدد مصير الدول و لا تحدد فقط مسألة إختيار و ليست هي مسألة إجرائية كالاستثمار أو كفتح مدينة جديدة، الحروب يا سادتي تحدد هنا مصير الدول و مصير الشعوب بأسرها و كما نعلم أنه من حق الشعوب تقرير مصيرها بنفسها و بالتالي فإن الشعب يحق له أن يقرر إذا ما كان سيدخل في تلك الحرب أم لا لأنه من حقه أن يقرر مصيره إن كان بالإبادة إن كان يعلم أنه سيدخل في حرب خاسرة و إن كان باحتلال دولة أخرى أنه يعلم أنه سيحتل هذه الدولة و يكون موافقا على ذلك فمن حقه أن يختار مصيره بالتفتت أو بالفوز أو بالخسارة فهذا كله يعود إلى الشعب لا غيره,RATIONAL BACKING,M
18,2532,2540,يا سادتي,PATHOS,M
18,2942,3304,و خير دليل على الحقين الذي ذكرتهما هو الإعلان العالمي لحقوق الإنسان حيث أن كل ما ذكرته يستند إلى هذا الإعلان، ففي فصله الثاني ينص الإعلان العالمي لحقوق الإنسان على حق الشعوب في تقرير مصيرها بنفسها و هذا فصل كامل متكامل و مستقل بذاته، هناك فصل آخر ينص على حق الشعب في اختيار من ينوبه لماذا كي يمثله و يعبر عن تطلعاته و هذا فصل آخر من الإعلان العالمي لحقوق الإنسان,EVIDENTIAL BACKING,M
18,3305,3352,و بذلك نكون من خلال الجانب الحقوقي بينا مسألتين,ETHOS,M
18,3353,3540,المسألة الأولى أن هذا الشعب إذا ما قرر ذلك فهو يحق له تقرير مصيره و بالتالي نعود إلى المشكلة، المشكلة هو كما ذكرنا كثرة اندلاع الحروب في ظل إمكان تعارض ذلك مع إرادة الشعوب و استعدادها لها,SELF-REPETITION,M
18,3541,3659,فبالتالي بضمان هذا  الإجراء الإستفتائي بالتصويت بنعم أو لا سنضمن أنه لا يوجد حرب تتعارض مع إرادة الشعب هذا من جهة أولى,RATIONAL BACKING,M
18,3661,3817,و من جهة ثانية سنضمن كذلك أيضا أن هذا الشعب تمتع بحقوقه كاملة و خدم هدفه بتفادي حروب تتعارض مع الإرادة الشعبية و تهيئة أسباب نجاحها باعتباره سيكون مقررا لها,RATIONAL BACKING,M
18,3821,4026,و بهذا أكون أنا المتحدث الأول بعد أن عرفت القضية و طرحت إطارها الطبيعي المتواجد في واقع راهن و بينت المشكلة المتمثلة في كثرة هذه الحروب و بينت أن الهدف الذي نرجوه و أن هذا نص القضية هذا يمثل حلا لهذا الهدف,ETHOS,M
18,4027,4138,ألا و هو أذكر بهدفنا هو تفادي حروب تعارض الإرادة الشعبية و تضر بالدول و تهيئة أسباب النجاح في حالة الإعلان عنها,SELF-REPETITION,M
18,4140,4262,و هذا الجانب الثاني بالذات ستتحدث عنه زميلتي في محور كامل تتحدث فيه عن كيفية تهيئة هذه الظروف من خلال هذا الاستفتاء الشعبي,ETHOS,M
18,4263,4394,و شكرا لكم و لسديد النظر و أظن أن فريق المعارضة قد استمتع بخطابي و الدليل على ذلك أنه حتى لم يجرؤ على تقديم مداخلة و لا التفاعل معه,PATHOS,M
18,4395,4409,و السلام عليكم,ETHOS,M
18,4449,4482,السلام عليكم و رحمة الله و بركاته,ETHOS,F
18,4483,4559,لجنة التحكيم الموقرة فريقي الموالاة و المعارضة الحضور الكريم اهلا و سهلا بكم,PATHOS,F
18,4561,4734,بداية فإن سبب عدم مداخلتنا لك عزيزي الفاضل بأن مداخلتنا و تفنيدينا لا تمكن ان تكون فقط في ثلاثين ثانية لأن هذا هو خبط صريح في محوركم و في بنائكم بشكل كامل فنحتاج الى وقت كاف,ETHOS,F
18,4736,4804,بداية قال بأن الحروب موجودة و تتعارض مع إرادة الشعوب و استعدادها لها,RECITATION,F
18,4805,5021,و إذا فمحوره الأساسي الإرادة و  الاستعداد و لكنه في ذات الوقت يرى بأن من يحدد الإرادة و من يحدد الاستعداد هو عامة الشعب بمختلف طبقاته بمختلف تعليمه بمختلف المستويات السياسة و الفكرية و التعليمية و الثقافية لهذا الشعب,RECITATION,F
18,5023,5216,إذا من يحدد الاستعداد العسكري هو الامي في بعض الدول إذا من يحدد الاستعداد السياسي هو عالم الفيزياء الذي هو ليس مجاله، من يحدد الاستعداد هو عامة الشعب بشكل كامل إذا نحن نرفض هذا المبدأ بشكل صريح,REBUTTAL,F
18,5217,5296,و لكننا نرى بان من يحدد الإرادة و من يحدد الاستعداد هو البرلمان الممثل عن الشعب,CLAIM,F
18,5297,5403,لماذا لأنه هو الشعب العام و لكنه بشكل متخصص نحن نريد التخصص لا نريد كبح أرادة الشعوب و لا نريد أيا مما ذكر,RATIONAL BACKING,F
18,5405,5500,و أيضا قال مصيبة كبيرة جدا قالوا بأن الحروب من ضمنها الحروب الإعلامية و المسلحة و الاستخباراتية,RECITATION,F
18,5501,5776,اذا قارن لدي جهاز استخباراتي من المفترض ان يكون سري للغاية لا يعلم به احدهم و إذا سأقوم باستفتاء شعبي لملايين من البشر هل يا جماعة تريدون ان تستخبروا على دول مجاورة ام لا؟ نعم اذا فسأستخبر حتى عندما اصل الى هذه النقطة ستكون الدولة قد غلبتني بشكل كامل لأنني اعطيتها هذا المجال,REBUTTAL,F
18,5778,5915,قالوا أيضا في محورهم الحقوقي الذي استند عليه بشكل كامل زميلي الفاضل بان الاعلان العالمي لحقوق الانسان ينص على حق الشعب في اختيار من يمثله,RECITATION,F
18,5916,5978,و قال في محوره ان للشعب الحق في اختيار الحاكم لأنه ينفذ رغباته,RECITATION,F
18,5979,6106,و كأننا نناظر هل من حقنا ان  نطبق الديموقراطية ام لا و كأننا نناظر اننا سنلغي الانتخابات و كأننا نناظر اننا سنلغي اختيار الشعوب,REBUTTAL,F
18,6108,6325,و لكن يا سادتي الفضلاء نحن نناظر انه يجب على من يختاره الشعب بموجب الإعلان العالمي لحقوق الانسان ان يكون الممثل الحقيقي عنه لأنه ممثل صريح عن الشعب لأنه لديه الإرادة و لديه الاستعداد و لديه المعلومات الكافية عن القضية,REBUTTAL,F
18,6325,6378,. أيضا تحدثوا عن ان الحاكم وظيفته هو تنفيذ رغبة الشعب,RECITATION,F
18,6379,6391,عزيزي الفاضل,PATHOS,F
18,6392,6572,الحاكم وظيفته هو إدارة شؤون البلاد بالصالح العام بما يتوافق مع البرلمان الذي اختاره الشعب و بما يتوافق مع الدستور و بما يتوافق مع القوانين التي سنها البرلمان الذي اختاره الشعب أيضا,REBUTTAL,F
18,6574,6606,تحدث عن مشكلة كثرة اندلاع الحروب,RECITATION,F
18,6607,6684,و هذا لا نرفضه ابدا بل نتفق معه و لكننا نرى بأنه بهذه الطريقة سنزيد الوضع سوء,REBUTTAL,F
18,6685,6705,كما سنغير في محاورنا,ETHOS,F
18,6709,6733,أعزائي لدينا مشكلة كبيرة,PATHOS,F
18,6734,6767,و هي أن حل المجلس سيزيد الوضع سوء,CLAIM,F
18,6768,7075,لأنه ينقل قرار مصيري مثل قرار الشعب الذي يحدد إرادة الشعوب من يد الشعب المختص المتمثل في البرلمان الى يد عامة الشعب بمختلف المستويات التعليمية و الدراية السياسية و بغض النظر عن البعد الاستراتيجي الذي تراه البرلمانات او يراه الرؤساء و بغض النظر عن حساب المنافع و التكلفة لعامة الشعب و ليس منافع و تكلفة لشخصي,RATIONAL BACKING,F
18,7077,7243,انا اذا سأتحدث في استراتيجيتنا انا بداية المتحدثة الأولى عن لماذا نرفض حل المجلس و أيضا صعوبة تطبيق حل المجلس و من ثم ستتحدث زميلتي الفاضلة عن كيف سيزيد هذا الوضع سوء,ETHOS,F
18,7244,7398,سنصل الى هدفنا و هو حفظ الامن العام و عدم اثارة الضرر و وضع القرار بيد البرلمان حتى نحقق الوصول الى القرار الصحيح لتحقيق المصلحة العامة و حفظ إرادة الشعوب,SUPER CLAIM,F
18,7400,7428,بداية لماذا نرفض قرار المجلس,PATHOS,F
18,7429,7461,سيدي رئيس الجلسة و الحضور الكرام,PATHOS,F
18,7462,7549,لكل منا سواء كان في التخصص سواء لم يكن في التخصص عوامل مؤثرة على قراره في أي قرار مصيري,GROUND,F
18,7550,7631,و لكن دعونا نرى كفتي هذه العوامل و كيفية تأثير هذه العوامل على كل من كفتي الميزان,PATHOS,F
18,7633,7707,بداية ما العوامل التي تؤثر على البرلمانين او المختصين في اختيار قرار الحرب,PATHOS,F
18,7708,7894,العوامل هي الدراية بالاستعدادات الدراية بالإرادة الدراية بوضع البلد الحالي الدراية بالمخاطر التي تهدد هذا الشعب من الامن العام من انتهاك السيادة الحدودية من انتهاك سيادة الأرض لهذا الشعب,GROUND,F
18,7896,8062,إذا فهذا الشعب المختص المتمثل في البرلمان لديه المعطيات لديه بعد النظر عن ما ستؤدي به هذه الحرب و لديه مدى قوة هذه الحرب و مدى صلاحيتها من عدمه من فكرة النجاح من عدمه,CLAIM,F
18,8063,8149,الذي ادعى زميلي الفاضل بأن الشعب يرى و يعلم بشكل كافي إذا كانت الحرب ستكون ناجحة ام لا,RECITATION,F
18,8150,8166,و هذا ادعاء خاطئ,ETHOS,F
18,8168,8219,إذا فلدينا هذه الكفة التي تعرف التكاليف تحسب كل شيء,RATIONAL BACKING,F
18,8220,8287,و نحن كفريق نريد ان نضع في سلطتها قرار اتخاذ الحرب لأنهم اكثر دراية,CLAIM,F
18,8288,8349,و لكن في المقابل لدينا العوامل التي تؤثر على قرار الشعب العام,RATIONAL BACKING,F
18,8350,8595,عامة الشعب الذي يتحدث عنه فريق الموالاة و الذي يتحدث عنه نص القضية هذا الشعب اذا كنت أنا أم و لدي ابن الآن في العسكرية هناك تجنيد اجباري في حالة الانخراط في الحرب فأنا لا أريد حربا خوفا على أبنائي أيضا هذا كان في البداية التجنيد الاجباري للأبناء,RATIONAL BACKING,F
18,8596,8661,ثاني عامل يؤثر على قرار الشعب هو السبب الاقتصادي الظاهر في الحروب,ETHOS,F
18,8662,8776,حيث سيخافون و سيوالون مصلحتهم الاقتصادية اليوم عن المصلحة العامة و البعد في هذا الامر متناسين تماما المصلحة العامة,CLAIM,F
18,8778,8862,أيضا النقطة الثانية و هي صعوبة تطبيق هذا الحل و الذي ستستفيض أيضا فيه زميلتي الفاضلة,ETHOS,F
18,8864,8869,سادتي,PATHOS,F
18,8870,8918,هناك محور أساسي جدا في أي حرب و هي فكرة المباغتة,CLAIM,F
18,8919,8933,ما هي المباغتة,PATHOS,F
18,8934,9001,عندما يكون سيتبين نص القضية يقول بأن قبل إعلان الحرب سأستفتي الشعوب,SELF-REPETITION,F
18,9002,9112,اذا ستكون هذه البلاد اذا ستكون هذه البلاد المعادية لي قد عرفت بالطبع ما الذي سأنوي به و ستتكون لدي مشاكل كبيرة,CLAIM,F
18,9113,9222,بسبب ان في حالات الحرب تحاول الدول حشد الرأي العام لتأييد قرار الحرب بدلا من ان يكون هناك تفكك داخلي بالمجتمع,RATIONAL BACKING,F
18,9223,9243,و قد وصلنا الى هدفنا,ETHOS,F
18,9244,9258,و شكرا يا سادة,PATHOS,F
18,9297,9350,انا اليوم هنا بصفتي المتحدثة الثانية من فريق الموالاة,ETHOS,M
